data/clean/mio_44.wav,科学の謎を解明。
data/clean/mio_45.wav,ロマンス小説を読む。
data/clean/mio_46.wav,紅葉が美しい季節。
data/clean/mio_47.wav,散歩で自然と調和。
data/clean/mio_48.wav,良い夢を見ますように。
data/clean/mio_49.wav,鳥のさえずりが心地よい。
data/clean/mio_50.wav,子供の笑顔が幸せ。
data/clean/mio_51.wav,世界を旅して学ぶ。
data/clean/mio_52.wav,アートに感動します。
data/clean/mio_53.wav,家でくつろぎます。
data/clean/mio_54.wav,山頂を目指すハイク。
data/clean/mio_55.wav,料理を楽しむ時間。
data/clean/mio_56.wav,ロボット技術が進化。
data/clean/mio_57.wav,健康を大切にします。
data/clean/mio_58.wav,星座占いを信じます。
data/clean/mio_59.wav,絵を描いてストレス解消。
data/clean/mio_60.wav,新たな挑戦を受け入れ。
data/clean/mio_61.wav,日常の小さな幸せ。
data/clean/mio_62.wav,ダンスでエネルギー。
data/clean/mio_63.wav,芝居を鑑賞します。
data/clean/mio_64.wav,古代文明の秘密。
data/clean/mio_65.wav,勇気を持って冒険。
data/clean/mio_66.wav,文化に触れて学ぶ。
data/clean/mio_67.wav,ビーチで泳ぐ楽しみ。
data/clean/mio_68.wav,料理をレパートリーに。
data/clean/mio_69.wav,雨の日の読書タイム。
data/clean/mio_70.wav,サッカーで汗流す
data/clean/mio_71.wav,未来の夢に向かって。
data/clean/mio_72.wav,野生動物を観察。
data/clean/mio_73.wav,時間を大切に。
data/clean/mio_74.wav,夜の星空が美しい。
data/clean/mio_75.wav,自己表現を大切に。
data/clean/mio_76.wav,眠りにつく瞬間。
data/clean/mio_77.wav,クリエイティブなアイデア。
data/clean/mio_78.wav,人々の笑顔が幸福。
data/clean/mio_79.wav,世界の多様性尊重。
data/clean/mio_80.wav,自然の美しさを感じる。
data/clean/mio_81.wav,新しい言語を学ぶ。
data/clean/mio_82.wav,家族との絆を強化。
data/clean/mio_83.wav,シンプルな幸せを。
data/clean/mio_84.wav,賢明な決断をする。
data/clean/mio_85.wav,旅の思い出を作る。
data/clean/mio_86.wav,仕事で成果を上げる。
data/clean/mio_87.wav,勉強を楽しむ姿勢。
data/clean/mio_88.wav,やりがいのある仕事。
data/clean/mio_89.wav,自然災害への備え。
data/clean/mio_90.wav,季節の美しさを楽しむ。
data/clean/mio_91.wav,未来への希望を持つ。
data/clean/mio_92.wav,文化の多様性尊重。
data/clean/mio_93.wav,人々との出会い。
data/clean/mio_94.wav,音楽の魔法に魅了。
data/clean/mio_95.wav,ペットとのひととき。
data/clean/mio_96.wav,自分自身を愛する。
data/clean/mio_97.wav,新しい技術の発展。
data/clean/mio_98.wav,持続可能な生活。
data/clean/mio_99.wav,本物の友情を大切に。
data/clean/mio_100.wav,自己成長の旅に出る。
data/clean/mio_101.wav,世界平和を願います。
data/clean/mio_102.wav,虹が雨上がりに現れる。
data/clean/mio_103.wav,新しいアート展に行く。
data/clean/mio_104.wav,自然の力を感じる。
data/clean/mio_105.wav,古代遺跡を訪れる。
data/clean/mio_106.wav,楽しい音楽フェスティバル。
data/clean/mio_107.wav,新鮮な野菜を収穫。
data/clean/mio_108.wav,夜の散歩がリラックス。
data/clean/mio_109.wav,星座を観察して夢見る。
data/clean/mio_110.wav,冒険心をくすぐる本。
data/clean/mio_111.wav,クリエイティブなアートプロジェクト。
data/clean/mio_112.wav,愛と理解が大切。
data/clean/mio_113.wav,知識を共有し合う。
data/clean/mio_114.wav,自分を信じて挑戦。
data/clean/mio_115.wav,季節の変化を楽しむ。
data/clean/mio_116.wav,水辺で釣りを楽しむ。
data/clean/mio_117.wav,子どもたちの成長を見守る。
data/clean/mio_118.wav,新しい友達と出会う。
data/clean/mio_119.wav,高山で登山を楽しむ。
data/clean/mio_120.wav,星座に願いを託す。
data/clean/mio_121.wav,人々の多様性を祝う。
data/clean/mio_122.wav,良書に心を奪われる。
data/clean/mio_123.wav,雪だるまを作って笑顔。
data/clean/mio_124.wav,自分の限界に挑戦。
data/clean/mio_125.wav,新しいホビーを始める。
data/clean/mio_126.wav,愛犬との散歩タイム。
data/clean/mio_127.wav,ビジョンを実現する。
data/clean/mio_128.wav,音楽で感情を表現。 
data/clean/mio_129.wav,サーカスのショーを楽しむ。
data/clean/mio_130.wav,未来に希望を抱く。
data/clean/mio_131.wav,アートと科学の融合。 
data/clean/mio_132.wav,ガーデニングでリフレッシュ。
data/clean/mio_133.wav,美しい日の出を迎える。
data/clean/mio_134.wav,逆境に立ち向かう勇気。
data/clean/mio_135.wav,自分の夢を追いかける。 
data/clean/mio_136.wav,ハイキングで大自然を満喫。
data/clean/mio_137.wav,冷たいアイスクリームが美味しい。
data/clean/mio_138.wav,マイルストーンを祝う。
data/clean/mio_139.wav,チャリティに貢献する。 
data/clean/mio_140.wav,地元のフェスティバルに参加。 
data/clean/mio_141.wav,子どもたちと遊び笑顔。 
data/clean/mio_142.wav,青い海でシュノーケリング。
data/clean/mio_143.wav,おいしい料理を試す。
data/clean/mio_144.wav,音楽フェスのワクワク。 
data/clean/mio_145.wav,自然のサウンドを楽しむ 
data/clean/mio_146.wav,芸術とアートの愛。
data/clean/mio_147.wav,気分をリセットする。
data/clean/mio_148.wav,魔法の瞬間を捉える。
data/clean/mio_149.wav,旅先で新しい文化体験。
data/clean/mio_150.wav,創造的なアイデアの嵐。
data/clean/mio_151.wav,感謝の気持ちを伝える。
data/clean/mio_152.wav,おはよう。
